Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Item Type
m9TkAsJFFkpQ9Hr4s,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
BMBiEvuooPCwpzHj7,dynamic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
e45RimLWaxcoBYLNq,familiar statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
23b6Mtp42pbXaLiGj,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
ppnz4rtJf2L6FK6YN,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
aDZWPQ79YhLCMRqAE,flowery painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
hNbaWeaJCdihGnHM9,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
aoJwhWz4TTkNHrgg4,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
89wbjB4u9oKjrKiZB,glowing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
8M8N84TgtyATYSaPK,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
PJCq2YjGNkP3rLYAs,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
AAE89LXrdnv7yxs7p,great statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
QW7tW8LLK5ReWvNeT,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
qsBfFStS8mFJWotF3,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
JmuDLy5Gzy5L98TYi,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
ndpzuYrx9RtgkuF4q,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
BvTziFiDfmghDfn2f,moody painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
CzWpdw9fWH7CSqvD4,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
FQnkD6Ecica9g8hn6,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
CbpBJoxScgd7YkJ2a,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
8ji8jMXCQbeXcBZ4G,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
jyEqfpiQxoJr7dFim,mysterious painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
m8rdQtfhuSxvLjbA7,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
DPZFgiykKg576TMns,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
bE9epxYeiupMZXZBY,nice painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
GrTJQRodgefZ3ndPz,perfect painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
5MYg559uG6YjFrJLu,proper painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
4eD8bxvcsNdFuJZy3,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
A8oEDJdRDYCWWvgqP,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
BMJTrZQQLrzhgFQ6T,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
JxRWC7dP3bSnrYafb,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
yuq7wqkBtYpTh9cQs,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
vgYniErBETSwYurmo,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
mPutXzCMyFowYqPHu,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
xfEX3LgBZxdy8cWnv,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
9zdd3tRyrgvHg7MHR,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
xXvgi6GY62Kiy7ZPc,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
xWDYCn59iCuXXFYCa,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
DAFG5byhuAns7SeNJ,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
7ku7mD4CEkRPAfvgf,sinking painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
Rdxe9rejLcZB9FPPj,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
nk6zayAkJFzinuKDK,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
jNGr7gorm7HSW3saj,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
JixcFeWLnkcAy7rnu,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
vd2Naaf6TREFTQsdy,twinkling painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
stPbtNz5bpPCb3eRy,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
FWFGsBRxrdnE4RSXa,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
SD7NXc97t2b4f74xi,warm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
5ZWqwpgKjNRGgT44E,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
phB8tH4gdSYwq48Gs,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
hMQkJiQG5cNGQxKCE,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
E9szuomHevSfq8yY3,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
rcXt6qMXZh9jj4ojN,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
aKefsi2sySXJkzPLo,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
Mupx2ny4sM3Kbfs3v,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
c7zw6f8Dbe5h9oJni,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
8R3LhTWJzqHmPPPvK,worthy painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,art
XiC7bNzTBAdb8zWwr,acorn pochette,Not for sale,Crafting,,All Year,bags
BW764rj9aH3QL6GRH,basket pack,Not for sale,Crafting,,All Year,bags
nrkEKkL46YsQYcYjp,bug cage,Not for sale,Bug-Off,,All Year,bags
YGofzAZknSTYWmfWM,Bunny Day bag,Not for sale,Crafting,,All Year,bags
unsmeHZemRaTnq62z,butterfly backpack,Not for sale,Bug-Off,,All Year,bags
ZtgYddBwpZfGMjewu,canvas backpack,For sale,Kicks,,All Year,bags
wwkZdhj9HzxZiqHys,cherry-blossom pochette,Not for sale,Crafting,,All Year,bags
DzoRrArWrKtzn6Xzc,cloth shoulder bag,For sale,Kicks,,All Year,bags
dcpCgBwji4QCYAy8k,cloth shoulder bag,For sale,Kicks,,All Year,bags
NfkYKg5NoaWKBEpzN,cloth shoulder bag,For sale,Kicks,,All Year,bags
zXtyCFHwWjnChTami,crossbody bag,For sale,Kicks,,All Year,bags
tbfNwy8RmGztJdAnn,crossbody bag,For sale,Kicks,,All Year,bags
zX6ZX4puTojGuJgGj,crossbody bag,For sale,Kicks,,All Year,bags
FsyHb5QAf8DDvPC7y,crossbody bag,For sale,Kicks,,All Year,bags
8MwDxuHHvYM3XJpmy,crossbody boston bag,For sale,Kicks,,All Year,bags
w98ZrTQWiRMHyveaa,crossbody boston bag,For sale,Kicks,,All Year,bags
3mGmqSPj5YPujiDgD,DAL backpack,Not for sale,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,bags
iwTpuxykXjSBi8b9a,dry bag,For sale,Kicks,,All Year,bags
cMoNDoZx2sdfD6Haz,dry bag,For sale,Kicks,,All Year,bags
tZhGqzKpEeEweTZi7,evening bag,For sale,Kicks,,All Year,bags
SoJkNi7GNiW28tYuG,evening bag,For sale,Kicks,,All Year,bags
x9Z63uLS8cHdsoczj,evening bag,For sale,Kicks,,All Year,bags
sjT2tZJCMpWQNmhTy,extra-large backpack,For sale,Kicks,,All Year,bags
MKeBKrETSTs4tyrg4,extra-large backpack,For sale,Kicks,,All Year,bags
HqReXLwGPigWMiJbS,extra-large backpack,For sale,Kicks,,All Year,bags
vvEqA5aMBGyycpQFz,extra-large backpack,For sale,Kicks,,All Year,bags
FyneYzGmHW7SyoHn7,faux-fur bag,For sale,Kicks,,All Year,bags
gH3fn5rkmCrekWoJB,faux-fur bag,For sale,Kicks,,All Year,bags
CrFcdF3rXiaiiajEB,fish pochette,Not for sale,Fishing Tourney,,All Year,bags
nkXJ2eRThdt4vEpFb,foldover-top backpack,For sale,Kicks,,All Year,bags
M8i2DNwxgXKWADAtW,foldover-top backpack,For sale,Kicks,,All Year,bags
Z8WFCNZodHtW2DBPB,foldover-top backpack,For sale,Kicks,,All Year,bags
nD9TYBr8sw4rhLAyG,foldover-top backpack,For sale,Kicks,,All Year,bags
mQZCwxcr6z3hq5Dgm,gumdrop shoulder bag,For sale,Kicks,,All Year,bags
JxHQbqWH73Q3GYKT8,gumdrop shoulder bag,For sale,Kicks,,All Year,bags
taTKqY3xif2LhShrf,hand-knit pouch,For sale,Kicks,,All Year,bags
GLLrMeJCPd8Xn7fdr,hand-knit pouch,For sale,Kicks,,All Year,bags
LETQjE3yFDKze4ntv,hard-shell backpack,For sale,Kicks,,All Year,bags
qdP3rmZ7P7HgA2cin,hard-shell backpack,For sale,Kicks,,All Year,bags
yxnDx8JQqzZDM66oR,hard-shell backpack,For sale,Kicks,,All Year,bags
XbKqQChpAJXng37Mr,knapsack,For sale,Kicks,,All Year,bags
Fx4M2zpFTWGww54rw,knapsack,For sale,Kicks,,All Year,bags
xM5iaYn4gbZoR94Qm,knitted-grass backpack,Not for sale,Crafting,,All Year,bags
rDDM48hSfsSbcp92u,log pack,Not for sale,Crafting,,All Year,bags
HJDH4dCPMQY9qQanL,maple-leaf pochette,Not for sale,Crafting,,All Year,bags
7mPZ9PnTd46r65DXx,messenger bag,For sale,Kicks,,All Year,bags
sgxnCe87EdtdoKved,messenger bag,For sale,Kicks,,All Year,bags
ZuwiM4DzJF5Rsg46x,messenger bag,For sale,Kicks,,All Year,bags
FyrYDDhzABDegtZ6n,mini pleather bag,For sale,Kicks,,All Year,bags
hYJk97FFi4zJGQ5cH,mini pleather bag,For sale,Kicks,,All Year,bags
szhWnj6jpymTsKce8,Mom's knapsack,Not for sale,Mom,,All Year,bags
gqy4s4zFowLbNKTd2,Mom's knapsack,Not for sale,Mom,,All Year,bags
Hkju8Bjb8Kaamsu3j,Mom's knapsack,Not for sale,Mom,,All Year,bags
6uKkNZRz7E8gkSiBF,Mom's knapsack,Not for sale,Mom,,All Year,bags
46PX3NMjAdrNiRQXb,Mom's knapsack,Not for sale,Mom,,All Year,bags
hj8ixCKXNWBnGZSrw,Mom's knapsack,Not for sale,Mom,,All Year,bags
E3XrB5LbBTu795xbM,Mom's knapsack,Not for sale,Mom,,All Year,bags
jCi92aiMtZB92idfQ,Mom's knapsack,Not for sale,Mom,,All Year,bags
zQh6chGG66h4f5JbX,Nook Inc. knapsack,Not for sale,Nook Miles Shop,,All Year,bags
CAsQFPPeo3vBGpHSo,outdoor backpack,For sale,Kicks,,All Year,bags
hiF7bqmoudyFJPcWG,outdoor backpack,For sale,Kicks,,All Year,bags
qd8DJb8mX5zhewgyn,outdoor backpack,For sale,Kicks,,All Year,bags
YQD8XMuvDbymAeKxt,pleather crossbody bag,For sale,Kicks,,All Year,bags
QDPYGrpFNNir49uBe,pleather crossbody bag,For sale,Kicks,,All Year,bags
7RYHreaA7o9huubNu,pleather fringe bag,For sale,Kicks,,All Year,bags
fiM98m9CGgi6iATkQ,pleather fringe bag,For sale,Kicks,,All Year,bags
9AqRYq83NRMxrEWiD,pleather shoulder bag,For sale,Kicks,,All Year,bags
ZKgcPhGYErHShMrGR,pleather shoulder bag,For sale,Kicks,,All Year,bags
vY7qcZFdWb3HgSv7L,retro sports bag,For sale,Kicks,,All Year,bags
Lqtjq3rWFoy4Dv39C,retro sports bag,For sale,Kicks,,All Year,bags
nGhHjk4GEKSQwvARA,retro sports bag,For sale,Kicks,,All Year,bags
n82fhWWNSv8kyFJc2,sacoche bag,For sale,Kicks,,All Year,bags
LYnLwBnwTYcMp4fr9,sacoche bag,For sale,Kicks,,All Year,bags
NRYqQLN2Beq4jpDBJ,sacoche bag,For sale,Kicks,,All Year,bags
XEsQxMf7k9qvjYxPF,shellfish pochette,Not for sale,Crafting,,All Year,bags
gW7R4HX8hjZEHAFtB,snowflake pochette,Not for sale,Crafting,,All Year,bags
2RYepaMxTnXMZ9tXg,square backpack,For sale,Kicks,,All Year,bags
wN6jaJRRvg6cQZXhk,square backpack,For sale,Kicks,,All Year,bags
rJain6G9X749mG5p7,square backpack,For sale,Kicks,,All Year,bags
3WQ8vSWtHMjZ6YPtR,star pochette,Not for sale,Crafting,,All Year,bags
CGs3z4dKEkH82FDyq,straw pochette,For sale,Kicks,,All Year,bags
mTMCDJnwtFJzvQ9rs,studded backpack,For sale,Kicks,,All Year,bags
e6iev2NrSfaxSg5nr,studded backpack,For sale,Kicks,,All Year,bags
prkWCjgn7gTK4X8QH,tackle bag,Not for sale,Fishing Tourney,,All Year,bags
KiXvv8fvv7CN5sFDx,tool bag,For sale,Kicks,,All Year,bags
sm5eKnwyeNyKGXQLC,town backpack,For sale,Kicks,,All Year,bags
aZasytqebQRikaZZZ,town backpack,For sale,Kicks,,All Year,bags
WGhvofsBw6pFs5c93,town backpack,For sale,Kicks,,All Year,bags
wkeZwbrp9BoHTEPRZ,town backpack,For sale,Kicks,,All Year,bags
ygrWBZtknqDLLH8Rn,travel pouch,For sale,Kicks,,All Year,bags
oX3GfBwtMfcQ4STtd,travel pouch,For sale,Kicks,,All Year,bags
SSHDSgfSasCP6AgmW,travel pouch,For sale,Kicks,,All Year,bags
HTjXg6MXwPZCwEtmJ,travel pouch,For sale,Kicks,,All Year,bags
ag2m7kcBg83aCARGE,traveler's backpack,For sale,Kicks,,All Year,bags
iprTWWTSARJtHTKqF,traveler's backpack,For sale,Kicks,,All Year,bags
ehhBAiZqTHaTExHYP,traveler's backpack,For sale,Kicks,,All Year,bags
QaecPktemD3XuFdwy,acid-washed jeans,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
a7HNjgRFkCznkDLLH,acid-washed jeans,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
qmtHwBmtJDvtNntTs,animal-stripes skirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
4mDRmSG3scfXh3oon,animal-stripes skirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
MtsvEMQ9Z9damsycd,apron skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
cfzi35RpY8onR3hra,apron skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
AmWS5iMbatqDr2eLs,apron skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
iL9vd8DerEEJDJQbA,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
Ygp8L2zeem8ECZroK,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
8NcTmEpkckocYvTf2,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
R6apb74ivZCDbvEvi,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
HSgcZgAkXCBroWboG,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
zauG7p57gDAPSqPH4,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
Pz4KvZgNanynj88ut,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
Cgi5fvfgm5YEdCpNu,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
XZyRpyaiPbfw5nwTD,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
omNsW8d3EgoAs3tLL,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
QWxKgGJSnKgHEyz5Y,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
wkX3PL2R5dYC8PNJ2,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
yTsGx7eQh4JWNdXB2,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
TpYJQMq2Z8tEkK2Wd,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
KCggjKmE8js3MG6bq,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
iHFbTwYkKaqut6RnX,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
4iB4fmJjkKNNzWJBS,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
zjahPrxJ4ZBRcnq74,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
iDr7MMuWGDqgsh5Be,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
gRj6pG26jHFQZB8TA,basketball shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,bottoms
sAGeX7YksW4qTsRz9,bell-bottoms,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
AhZR3qCS8owvTgWS9,bell-bottoms,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
h5fKoKik2BmT6JPAb,bell-bottoms,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
tn3suswYrh2ZcD649,bell-bottoms,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
mRdLrYzxuYuP7yqB9,bell-bottoms,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
6j99icX2C8n2NQSxe,belted wraparound skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
TuKyTJdQckfqf2nae,belted wraparound skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,bottoms
