Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Item Type
Sg6MCSG3m9tvjGWoj,amazing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
vc2Ebu4Pkn443zYiN,amazing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
zpAsguge9Yb29ksjS,ancient statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
fXbsrcXirg6miBoqT,ancient statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
Xhn8ZjtbdZeET3NXR,basic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
o4px7Mx9g2Zk6NHvC,basic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
iscap6FsmDZdNP5dw,beautiful statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
w9vrMbhJNj6JHkznu,beautiful statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
7QgYY7KuhauCnS37H,calm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
GE6sppzKjqkG7sRoz,common painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
T2QA6mqARHfToTJpQ,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
m9TkAsJFFkpQ9Hr4s,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
BMBiEvuooPCwpzHj7,dynamic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
e45RimLWaxcoBYLNq,familiar statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
23b6Mtp42pbXaLiGj,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
ppnz4rtJf2L6FK6YN,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
aDZWPQ79YhLCMRqAE,flowery painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
hNbaWeaJCdihGnHM9,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
aoJwhWz4TTkNHrgg4,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
89wbjB4u9oKjrKiZB,glowing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
8M8N84TgtyATYSaPK,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
PJCq2YjGNkP3rLYAs,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
AAE89LXrdnv7yxs7p,great statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
QW7tW8LLK5ReWvNeT,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
qsBfFStS8mFJWotF3,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
JmuDLy5Gzy5L98TYi,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
ndpzuYrx9RtgkuF4q,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
BvTziFiDfmghDfn2f,moody painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
CzWpdw9fWH7CSqvD4,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
FQnkD6Ecica9g8hn6,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
CbpBJoxScgd7YkJ2a,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
8ji8jMXCQbeXcBZ4G,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
jyEqfpiQxoJr7dFim,mysterious painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
m8rdQtfhuSxvLjbA7,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
DPZFgiykKg576TMns,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
bE9epxYeiupMZXZBY,nice painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
GrTJQRodgefZ3ndPz,perfect painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
5MYg559uG6YjFrJLu,proper painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
4eD8bxvcsNdFuJZy3,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
A8oEDJdRDYCWWvgqP,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
BMJTrZQQLrzhgFQ6T,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
JxRWC7dP3bSnrYafb,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
yuq7wqkBtYpTh9cQs,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
vgYniErBETSwYurmo,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
mPutXzCMyFowYqPHu,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
xfEX3LgBZxdy8cWnv,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
9zdd3tRyrgvHg7MHR,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
xXvgi6GY62Kiy7ZPc,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
xWDYCn59iCuXXFYCa,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
DAFG5byhuAns7SeNJ,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
7ku7mD4CEkRPAfvgf,sinking painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
Rdxe9rejLcZB9FPPj,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
nk6zayAkJFzinuKDK,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
jNGr7gorm7HSW3saj,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
JixcFeWLnkcAy7rnu,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
vd2Naaf6TREFTQsdy,twinkling painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
stPbtNz5bpPCb3eRy,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
FWFGsBRxrdnE4RSXa,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
SD7NXc97t2b4f74xi,warm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
5ZWqwpgKjNRGgT44E,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
phB8tH4gdSYwq48Gs,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
hMQkJiQG5cNGQxKCE,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
E9szuomHevSfq8yY3,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
rcXt6qMXZh9jj4ojN,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
aKefsi2sySXJkzPLo,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
Mupx2ny4sM3Kbfs3v,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
c7zw6f8Dbe5h9oJni,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
8R3LhTWJzqHmPPPvK,worthy painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,art
XiC7bNzTBAdb8zWwr,acorn pochette,Not for sale,Crafting,,All Year,NFS,bags
BW764rj9aH3QL6GRH,basket pack,Not for sale,Crafting,,All Year,NFS,bags
nrkEKkL46YsQYcYjp,bug cage,Not for sale,Bug-Off,,All Year,NFS,bags
YGofzAZknSTYWmfWM,Bunny Day bag,Not for sale,Crafting,,All Year,NFS,bags
unsmeHZemRaTnq62z,butterfly backpack,Not for sale,Bug-Off,,All Year,NFS,bags
ZtgYddBwpZfGMjewu,canvas backpack,For sale,Kicks,,All Year,1300,bags
wwkZdhj9HzxZiqHys,cherry-blossom pochette,Not for sale,Crafting,,All Year,NFS,bags
DzoRrArWrKtzn6Xzc,cloth shoulder bag,For sale,Kicks,,All Year,1400,bags
dcpCgBwji4QCYAy8k,cloth shoulder bag,For sale,Kicks,,All Year,1400,bags
NfkYKg5NoaWKBEpzN,cloth shoulder bag,For sale,Kicks,,All Year,1400,bags
zXtyCFHwWjnChTami,crossbody bag,For sale,Kicks,,All Year,700,bags
tbfNwy8RmGztJdAnn,crossbody bag,For sale,Kicks,,All Year,700,bags
zX6ZX4puTojGuJgGj,crossbody bag,For sale,Kicks,,All Year,700,bags
FsyHb5QAf8DDvPC7y,crossbody bag,For sale,Kicks,,All Year,700,bags
8MwDxuHHvYM3XJpmy,crossbody boston bag,For sale,Kicks,,All Year,1680,bags
w98ZrTQWiRMHyveaa,crossbody boston bag,For sale,Kicks,,All Year,1680,bags
3mGmqSPj5YPujiDgD,DAL backpack,Not for sale,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,NFS,bags
iwTpuxykXjSBi8b9a,dry bag,For sale,Kicks,,All Year,1040,bags
cMoNDoZx2sdfD6Haz,dry bag,For sale,Kicks,,All Year,1040,bags
tZhGqzKpEeEweTZi7,evening bag,For sale,Kicks,,All Year,1250,bags
SoJkNi7GNiW28tYuG,evening bag,For sale,Kicks,,All Year,1250,bags
x9Z63uLS8cHdsoczj,evening bag,For sale,Kicks,,All Year,1250,bags
sjT2tZJCMpWQNmhTy,extra-large backpack,For sale,Kicks,,All Year,2100,bags
MKeBKrETSTs4tyrg4,extra-large backpack,For sale,Kicks,,All Year,2100,bags
HqReXLwGPigWMiJbS,extra-large backpack,For sale,Kicks,,All Year,2100,bags
vvEqA5aMBGyycpQFz,extra-large backpack,For sale,Kicks,,All Year,2100,bags
FyneYzGmHW7SyoHn7,faux-fur bag,For sale,Kicks,,All Year,1400,bags
gH3fn5rkmCrekWoJB,faux-fur bag,For sale,Kicks,,All Year,1400,bags
CrFcdF3rXiaiiajEB,fish pochette,Not for sale,Fishing Tourney,,All Year,NFS,bags
nkXJ2eRThdt4vEpFb,foldover-top backpack,For sale,Kicks,,All Year,1300,bags
M8i2DNwxgXKWADAtW,foldover-top backpack,For sale,Kicks,,All Year,1300,bags
Z8WFCNZodHtW2DBPB,foldover-top backpack,For sale,Kicks,,All Year,1300,bags
nD9TYBr8sw4rhLAyG,foldover-top backpack,For sale,Kicks,,All Year,1300,bags
mQZCwxcr6z3hq5Dgm,gumdrop shoulder bag,For sale,Kicks,,All Year,2000,bags
JxHQbqWH73Q3GYKT8,gumdrop shoulder bag,For sale,Kicks,,All Year,2000,bags
taTKqY3xif2LhShrf,hand-knit pouch,For sale,Kicks,,All Year,1250,bags
GLLrMeJCPd8Xn7fdr,hand-knit pouch,For sale,Kicks,,All Year,1250,bags
LETQjE3yFDKze4ntv,hard-shell backpack,For sale,Kicks,,All Year,1680,bags
qdP3rmZ7P7HgA2cin,hard-shell backpack,For sale,Kicks,,All Year,1680,bags
yxnDx8JQqzZDM66oR,hard-shell backpack,For sale,Kicks,,All Year,1680,bags
XbKqQChpAJXng37Mr,knapsack,For sale,Kicks,,All Year,630,bags
Fx4M2zpFTWGww54rw,knapsack,For sale,Kicks,,All Year,630,bags
xM5iaYn4gbZoR94Qm,knitted-grass backpack,Not for sale,Crafting,,All Year,NFS,bags
rDDM48hSfsSbcp92u,log pack,Not for sale,Crafting,,All Year,NFS,bags
HJDH4dCPMQY9qQanL,maple-leaf pochette,Not for sale,Crafting,,All Year,NFS,bags
7mPZ9PnTd46r65DXx,messenger bag,For sale,Kicks,,All Year,840,bags
sgxnCe87EdtdoKved,messenger bag,For sale,Kicks,,All Year,840,bags
ZuwiM4DzJF5Rsg46x,messenger bag,For sale,Kicks,,All Year,840,bags
FyrYDDhzABDegtZ6n,mini pleather bag,For sale,Kicks,,All Year,1600,bags
hYJk97FFi4zJGQ5cH,mini pleather bag,For sale,Kicks,,All Year,1600,bags
szhWnj6jpymTsKce8,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
gqy4s4zFowLbNKTd2,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
Hkju8Bjb8Kaamsu3j,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
6uKkNZRz7E8gkSiBF,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
46PX3NMjAdrNiRQXb,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
hj8ixCKXNWBnGZSrw,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
E3XrB5LbBTu795xbM,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
jCi92aiMtZB92idfQ,Mom's knapsack,Not for sale,Mom,,All Year,NFS,bags
zQh6chGG66h4f5JbX,Nook Inc. knapsack,Not for sale,Nook Miles Shop,,All Year,NFS,bags
CAsQFPPeo3vBGpHSo,outdoor backpack,For sale,Kicks,,All Year,1560,bags
hiF7bqmoudyFJPcWG,outdoor backpack,For sale,Kicks,,All Year,1560,bags
qd8DJb8mX5zhewgyn,outdoor backpack,For sale,Kicks,,All Year,1560,bags
YQD8XMuvDbymAeKxt,pleather crossbody bag,For sale,Kicks,,All Year,1120,bags
QDPYGrpFNNir49uBe,pleather crossbody bag,For sale,Kicks,,All Year,1120,bags
7RYHreaA7o9huubNu,pleather fringe bag,For sale,Kicks,,All Year,2400,bags
fiM98m9CGgi6iATkQ,pleather fringe bag,For sale,Kicks,,All Year,2400,bags
9AqRYq83NRMxrEWiD,pleather shoulder bag,For sale,Kicks,,All Year,2400,bags
ZKgcPhGYErHShMrGR,pleather shoulder bag,For sale,Kicks,,All Year,2400,bags
vY7qcZFdWb3HgSv7L,retro sports bag,For sale,Kicks,,All Year,1400,bags
Lqtjq3rWFoy4Dv39C,retro sports bag,For sale,Kicks,,All Year,1400,bags
nGhHjk4GEKSQwvARA,retro sports bag,For sale,Kicks,,All Year,1400,bags
n82fhWWNSv8kyFJc2,sacoche bag,For sale,Kicks,,All Year,980,bags
LYnLwBnwTYcMp4fr9,sacoche bag,For sale,Kicks,,All Year,980,bags
NRYqQLN2Beq4jpDBJ,sacoche bag,For sale,Kicks,,All Year,980,bags
XEsQxMf7k9qvjYxPF,shellfish pochette,Not for sale,Crafting,,All Year,NFS,bags
gW7R4HX8hjZEHAFtB,snowflake pochette,Not for sale,Crafting,,All Year,NFS,bags
2RYepaMxTnXMZ9tXg,square backpack,For sale,Kicks,,All Year,1300,bags
wN6jaJRRvg6cQZXhk,square backpack,For sale,Kicks,,All Year,1300,bags
rJain6G9X749mG5p7,square backpack,For sale,Kicks,,All Year,1300,bags
3WQ8vSWtHMjZ6YPtR,star pochette,Not for sale,Crafting,,All Year,NFS,bags
CGs3z4dKEkH82FDyq,straw pochette,For sale,Kicks,,All Year,980,bags
mTMCDJnwtFJzvQ9rs,studded backpack,For sale,Kicks,,All Year,1560,bags
e6iev2NrSfaxSg5nr,studded backpack,For sale,Kicks,,All Year,1560,bags
prkWCjgn7gTK4X8QH,tackle bag,Not for sale,Fishing Tourney,,All Year,NFS,bags
KiXvv8fvv7CN5sFDx,tool bag,For sale,Kicks,,All Year,910,bags
sm5eKnwyeNyKGXQLC,town backpack,For sale,Kicks,,All Year,1040,bags
aZasytqebQRikaZZZ,town backpack,For sale,Kicks,,All Year,1040,bags
WGhvofsBw6pFs5c93,town backpack,For sale,Kicks,,All Year,1040,bags
wkeZwbrp9BoHTEPRZ,town backpack,For sale,Kicks,,All Year,1040,bags
ygrWBZtknqDLLH8Rn,travel pouch,For sale,Kicks,,All Year,840,bags
oX3GfBwtMfcQ4STtd,travel pouch,For sale,Kicks,,All Year,840,bags
SSHDSgfSasCP6AgmW,travel pouch,For sale,Kicks,,All Year,840,bags
HTjXg6MXwPZCwEtmJ,travel pouch,For sale,Kicks,,All Year,840,bags
ag2m7kcBg83aCARGE,traveler's backpack,For sale,Kicks,,All Year,2940,bags
iprTWWTSARJtHTKqF,traveler's backpack,For sale,Kicks,,All Year,2940,bags
ehhBAiZqTHaTExHYP,traveler's backpack,For sale,Kicks,,All Year,2940,bags
QaecPktemD3XuFdwy,acid-washed jeans,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1320,bottoms
a7HNjgRFkCznkDLLH,acid-washed jeans,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1320,bottoms
qmtHwBmtJDvtNntTs,animal-stripes skirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,bottoms
4mDRmSG3scfXh3oon,animal-stripes skirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,bottoms
MtsvEMQ9Z9damsycd,apron skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,700,bottoms
cfzi35RpY8onR3hra,apron skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,700,bottoms
AmWS5iMbatqDr2eLs,apron skirt,For sale,Able Sisters,Available from Able Sisters shop only,All Year,700,bottoms
iL9vd8DerEEJDJQbA,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,bottoms
Ygp8L2zeem8ECZroK,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,bottoms
8NcTmEpkckocYvTf2,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,bottoms
R6apb74ivZCDbvEvi,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,bottoms
HSgcZgAkXCBroWboG,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,bottoms
zauG7p57gDAPSqPH4,athletic pants,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,bottoms
Pz4KvZgNanynj88ut,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,560,bottoms
Cgi5fvfgm5YEdCpNu,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,560,bottoms
XZyRpyaiPbfw5nwTD,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,560,bottoms
omNsW8d3EgoAs3tLL,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,560,bottoms
QWxKgGJSnKgHEyz5Y,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,560,bottoms
wkX3PL2R5dYC8PNJ2,athletic shorts,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,560,bottoms
