Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type,Rarity
LhvFWS5ADiDiPJwai,square glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
QxFwFytYcWo5acGtW,square glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
CvziuqadDpoQgGK4C,square glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
s7hDzZ3ajPpK9fnEW,stache & glasses,For sale,Able Sisters,Available from Able Sisters shop only,All Year,770,Not Applicable,accessories,Common
M8owND8DnAEKA9nuX,stache & glasses,For sale,Able Sisters,Available from Able Sisters shop only,All Year,770,Not Applicable,accessories,Common
y4n8SisxyS7dGRWL7,star shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
PCZAYraP9kdaqnZy7,star shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
h4zk6rrWiX94jefGH,star shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
GiBvxa93RwTN46zhE,star shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
PaF6nho2LRBu5x7Pi,star shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
uANDLz5EDWphoM3Lc,steampunk glasses,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,accessories,Common
Rhhrv89PGEMbdbdPt,steampunk glasses,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,accessories,Common
isnXDFfGkHKKB8bMP,sticky rice,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,accessories,Common
fK2Xz8nxAebSkWNdE,superhero mask,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1040,Not Applicable,accessories,Common
DnZtrKfwj3MAy6PZc,tiny shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,Not Applicable,accessories,Common
tCxZoqcR8egLcu4oh,tiny shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,Not Applicable,accessories,Common
8YkgkHp2z5tycST3j,tiny shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,Not Applicable,accessories,Common
kqomsYL33TB7zaNtY,tortoise specs,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1040,Not Applicable,accessories,Common
jewJFqgFQTHKyAKTz,tortoise specs,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1040,Not Applicable,accessories,Common
fEshNAFDwcyo9v2fX,tortoise specs,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1040,Not Applicable,accessories,Common
cw8m5tS85qMGGnpy9,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
cR58LxuFK4Kcxh7fc,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
xSM4vD2KSok5cjo6p,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
vAuSuBJcAfyMR6wk7,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
4edkdodmNhmpkSCBo,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
QpAQQTRoBmcjNBeEK,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
vGHab8KFNDFRgW5h6,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories,Common
dbnqry4vZBvK6LrS2,wooden-frame glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1560,Not Applicable,accessories,Common
2MufTC9TPErbryyKS,wooden-frame glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1560,Not Applicable,accessories,Common
xfTf9sfyLkxHQEz4u,academic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
5KNFAo3LkdTTJPQkd,academic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
Sg6MCSG3m9tvjGWoj,amazing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
vc2Ebu4Pkn443zYiN,amazing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
zpAsguge9Yb29ksjS,ancient statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
fXbsrcXirg6miBoqT,ancient statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
Xhn8ZjtbdZeET3NXR,basic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
o4px7Mx9g2Zk6NHvC,basic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
iscap6FsmDZdNP5dw,beautiful statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
w9vrMbhJNj6JHkznu,beautiful statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
7QgYY7KuhauCnS37H,calm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
GE6sppzKjqkG7sRoz,common painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
T2QA6mqARHfToTJpQ,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
m9TkAsJFFkpQ9Hr4s,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
BMBiEvuooPCwpzHj7,dynamic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
e45RimLWaxcoBYLNq,familiar statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
23b6Mtp42pbXaLiGj,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
ppnz4rtJf2L6FK6YN,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
aDZWPQ79YhLCMRqAE,flowery painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
hNbaWeaJCdihGnHM9,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
aoJwhWz4TTkNHrgg4,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
89wbjB4u9oKjrKiZB,glowing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
8M8N84TgtyATYSaPK,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
PJCq2YjGNkP3rLYAs,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
AAE89LXrdnv7yxs7p,great statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
QW7tW8LLK5ReWvNeT,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
qsBfFStS8mFJWotF3,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
JmuDLy5Gzy5L98TYi,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
ndpzuYrx9RtgkuF4q,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
BvTziFiDfmghDfn2f,moody painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
CzWpdw9fWH7CSqvD4,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
FQnkD6Ecica9g8hn6,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
CbpBJoxScgd7YkJ2a,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
8ji8jMXCQbeXcBZ4G,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
jyEqfpiQxoJr7dFim,mysterious painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
m8rdQtfhuSxvLjbA7,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
DPZFgiykKg576TMns,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
bE9epxYeiupMZXZBY,nice painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
GrTJQRodgefZ3ndPz,perfect painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
5MYg559uG6YjFrJLu,proper painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
4eD8bxvcsNdFuJZy3,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
A8oEDJdRDYCWWvgqP,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
BMJTrZQQLrzhgFQ6T,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
JxRWC7dP3bSnrYafb,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
yuq7wqkBtYpTh9cQs,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
vgYniErBETSwYurmo,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
mPutXzCMyFowYqPHu,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
xfEX3LgBZxdy8cWnv,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
9zdd3tRyrgvHg7MHR,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
xXvgi6GY62Kiy7ZPc,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
xWDYCn59iCuXXFYCa,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
DAFG5byhuAns7SeNJ,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
7ku7mD4CEkRPAfvgf,sinking painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
Rdxe9rejLcZB9FPPj,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
nk6zayAkJFzinuKDK,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
jNGr7gorm7HSW3saj,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
JixcFeWLnkcAy7rnu,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
vd2Naaf6TREFTQsdy,twinkling painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
stPbtNz5bpPCb3eRy,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
FWFGsBRxrdnE4RSXa,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
SD7NXc97t2b4f74xi,warm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
5ZWqwpgKjNRGgT44E,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
phB8tH4gdSYwq48Gs,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
hMQkJiQG5cNGQxKCE,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
E9szuomHevSfq8yY3,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
rcXt6qMXZh9jj4ojN,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
aKefsi2sySXJkzPLo,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
Mupx2ny4sM3Kbfs3v,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
c7zw6f8Dbe5h9oJni,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art,unknown
8R3LhTWJzqHmPPPvK,worthy painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art,unknown
XiC7bNzTBAdb8zWwr,acorn pochette,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags,Common
BW764rj9aH3QL6GRH,basket pack,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags,Common
nrkEKkL46YsQYcYjp,bug cage,Not for sale,Bug-Off,,All Year,NFS,Not Applicable,bags,Scarce
YGofzAZknSTYWmfWM,Bunny Day bag,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags,Common
unsmeHZemRaTnq62z,butterfly backpack,Not for sale,Bug-Off,,All Year,NFS,Not Applicable,bags,Scarce
ZtgYddBwpZfGMjewu,canvas backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags,Scarce
wwkZdhj9HzxZiqHys,cherry-blossom pochette,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags,Common
DzoRrArWrKtzn6Xzc,cloth shoulder bag,For sale,Kicks,,All Year,1400,Not Applicable,bags,Scarce
dcpCgBwji4QCYAy8k,cloth shoulder bag,For sale,Kicks,,All Year,1400,Not Applicable,bags,Scarce
NfkYKg5NoaWKBEpzN,cloth shoulder bag,For sale,Kicks,,All Year,1400,Not Applicable,bags,Scarce
zXtyCFHwWjnChTami,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags,Scarce
tbfNwy8RmGztJdAnn,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags,Scarce
zX6ZX4puTojGuJgGj,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags,Scarce
FsyHb5QAf8DDvPC7y,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags,Scarce
8MwDxuHHvYM3XJpmy,crossbody boston bag,For sale,Kicks,,All Year,1680,Not Applicable,bags,Scarce
w98ZrTQWiRMHyveaa,crossbody boston bag,For sale,Kicks,,All Year,1680,Not Applicable,bags,Scarce
3mGmqSPj5YPujiDgD,DAL backpack,Not for sale,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,NFS,Not Applicable,bags,Normal
iwTpuxykXjSBi8b9a,dry bag,For sale,Kicks,,All Year,1040,Not Applicable,bags,Scarce
cMoNDoZx2sdfD6Haz,dry bag,For sale,Kicks,,All Year,1040,Not Applicable,bags,Scarce
tZhGqzKpEeEweTZi7,evening bag,For sale,Kicks,,All Year,1250,Not Applicable,bags,Scarce
SoJkNi7GNiW28tYuG,evening bag,For sale,Kicks,,All Year,1250,Not Applicable,bags,Scarce
x9Z63uLS8cHdsoczj,evening bag,For sale,Kicks,,All Year,1250,Not Applicable,bags,Scarce
sjT2tZJCMpWQNmhTy,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags,Scarce
MKeBKrETSTs4tyrg4,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags,Scarce
HqReXLwGPigWMiJbS,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags,Scarce
vvEqA5aMBGyycpQFz,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags,Scarce
FyneYzGmHW7SyoHn7,faux-fur bag,For sale,Kicks,,All Year,1400,Not Applicable,bags,Scarce
gH3fn5rkmCrekWoJB,faux-fur bag,For sale,Kicks,,All Year,1400,Not Applicable,bags,Scarce
CrFcdF3rXiaiiajEB,fish pochette,Not for sale,Fishing Tourney,,All Year,NFS,Not Applicable,bags,Scarce
nkXJ2eRThdt4vEpFb,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags,Scarce
M8i2DNwxgXKWADAtW,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags,Scarce
Z8WFCNZodHtW2DBPB,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags,Scarce
nD9TYBr8sw4rhLAyG,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags,Scarce
mQZCwxcr6z3hq5Dgm,gumdrop shoulder bag,For sale,Kicks,,All Year,2000,Not Applicable,bags,Scarce
JxHQbqWH73Q3GYKT8,gumdrop shoulder bag,For sale,Kicks,,All Year,2000,Not Applicable,bags,Scarce
taTKqY3xif2LhShrf,hand-knit pouch,For sale,Kicks,,All Year,1250,Not Applicable,bags,Scarce
GLLrMeJCPd8Xn7fdr,hand-knit pouch,For sale,Kicks,,All Year,1250,Not Applicable,bags,Scarce
LETQjE3yFDKze4ntv,hard-shell backpack,For sale,Kicks,,All Year,1680,Not Applicable,bags,Scarce
qdP3rmZ7P7HgA2cin,hard-shell backpack,For sale,Kicks,,All Year,1680,Not Applicable,bags,Scarce
yxnDx8JQqzZDM66oR,hard-shell backpack,For sale,Kicks,,All Year,1680,Not Applicable,bags,Scarce
