Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type
uANDLz5EDWphoM3Lc,steampunk glasses,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,accessories
Rhhrv89PGEMbdbdPt,steampunk glasses,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,accessories
isnXDFfGkHKKB8bMP,sticky rice,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,accessories
fK2Xz8nxAebSkWNdE,superhero mask,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1040,Not Applicable,accessories
DnZtrKfwj3MAy6PZc,tiny shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,Not Applicable,accessories
tCxZoqcR8egLcu4oh,tiny shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,Not Applicable,accessories
8YkgkHp2z5tycST3j,tiny shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1100,Not Applicable,accessories
kqomsYL33TB7zaNtY,tortoise specs,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1040,Not Applicable,accessories
jewJFqgFQTHKyAKTz,tortoise specs,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1040,Not Applicable,accessories
fEshNAFDwcyo9v2fX,tortoise specs,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1040,Not Applicable,accessories
cw8m5tS85qMGGnpy9,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
cR58LxuFK4Kcxh7fc,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
xSM4vD2KSok5cjo6p,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
vAuSuBJcAfyMR6wk7,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
4edkdodmNhmpkSCBo,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
QpAQQTRoBmcjNBeEK,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
vGHab8KFNDFRgW5h6,triangle shades,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,880,Not Applicable,accessories
dbnqry4vZBvK6LrS2,wooden-frame glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1560,Not Applicable,accessories
2MufTC9TPErbryyKS,wooden-frame glasses,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1560,Not Applicable,accessories
xfTf9sfyLkxHQEz4u,academic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
5KNFAo3LkdTTJPQkd,academic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
Sg6MCSG3m9tvjGWoj,amazing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
vc2Ebu4Pkn443zYiN,amazing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
zpAsguge9Yb29ksjS,ancient statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
fXbsrcXirg6miBoqT,ancient statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
Xhn8ZjtbdZeET3NXR,basic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
o4px7Mx9g2Zk6NHvC,basic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
iscap6FsmDZdNP5dw,beautiful statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
w9vrMbhJNj6JHkznu,beautiful statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
7QgYY7KuhauCnS37H,calm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
GE6sppzKjqkG7sRoz,common painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
T2QA6mqARHfToTJpQ,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
m9TkAsJFFkpQ9Hr4s,detailed painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
BMBiEvuooPCwpzHj7,dynamic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
e45RimLWaxcoBYLNq,familiar statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
23b6Mtp42pbXaLiGj,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
ppnz4rtJf2L6FK6YN,famous painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
aDZWPQ79YhLCMRqAE,flowery painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
hNbaWeaJCdihGnHM9,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
aoJwhWz4TTkNHrgg4,gallant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
89wbjB4u9oKjrKiZB,glowing painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
8M8N84TgtyATYSaPK,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
PJCq2YjGNkP3rLYAs,graceful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
AAE89LXrdnv7yxs7p,great statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
QW7tW8LLK5ReWvNeT,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
qsBfFStS8mFJWotF3,informative statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
JmuDLy5Gzy5L98TYi,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
ndpzuYrx9RtgkuF4q,jolly painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
BvTziFiDfmghDfn2f,moody painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
CzWpdw9fWH7CSqvD4,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
FQnkD6Ecica9g8hn6,motherly statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
CbpBJoxScgd7YkJ2a,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
8ji8jMXCQbeXcBZ4G,moving painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
jyEqfpiQxoJr7dFim,mysterious painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
m8rdQtfhuSxvLjbA7,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
DPZFgiykKg576TMns,mystic statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
bE9epxYeiupMZXZBY,nice painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
GrTJQRodgefZ3ndPz,perfect painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
5MYg559uG6YjFrJLu,proper painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
4eD8bxvcsNdFuJZy3,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
A8oEDJdRDYCWWvgqP,quaint painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
BMJTrZQQLrzhgFQ6T,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
JxRWC7dP3bSnrYafb,robust statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
yuq7wqkBtYpTh9cQs,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
vgYniErBETSwYurmo,rock-head statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
mPutXzCMyFowYqPHu,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
xfEX3LgBZxdy8cWnv,scary painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
9zdd3tRyrgvHg7MHR,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
xXvgi6GY62Kiy7ZPc,scenic painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
xWDYCn59iCuXXFYCa,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
DAFG5byhuAns7SeNJ,serene painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
7ku7mD4CEkRPAfvgf,sinking painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
Rdxe9rejLcZB9FPPj,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
nk6zayAkJFzinuKDK,solemn painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
jNGr7gorm7HSW3saj,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
JixcFeWLnkcAy7rnu,tremendous statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
vd2Naaf6TREFTQsdy,twinkling painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
stPbtNz5bpPCb3eRy,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
FWFGsBRxrdnE4RSXa,valiant statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
SD7NXc97t2b4f74xi,warm painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
5ZWqwpgKjNRGgT44E,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
phB8tH4gdSYwq48Gs,warrior statue,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
hMQkJiQG5cNGQxKCE,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
E9szuomHevSfq8yY3,wild painting left half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
rcXt6qMXZh9jj4ojN,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
aKefsi2sySXJkzPLo,wild painting right half,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
Mupx2ny4sM3Kbfs3v,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
c7zw6f8Dbe5h9oJni,wistful painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,No,art
8R3LhTWJzqHmPPPvK,worthy painting,Not for sale,Jolly Redd's Treasure Trawler,,Not Applicable,4980,Yes,art
XiC7bNzTBAdb8zWwr,acorn pochette,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
BW764rj9aH3QL6GRH,basket pack,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
nrkEKkL46YsQYcYjp,bug cage,Not for sale,Bug-Off,,All Year,NFS,Not Applicable,bags
YGofzAZknSTYWmfWM,Bunny Day bag,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
unsmeHZemRaTnq62z,butterfly backpack,Not for sale,Bug-Off,,All Year,NFS,Not Applicable,bags
ZtgYddBwpZfGMjewu,canvas backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags
wwkZdhj9HzxZiqHys,cherry-blossom pochette,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
DzoRrArWrKtzn6Xzc,cloth shoulder bag,For sale,Kicks,,All Year,1400,Not Applicable,bags
dcpCgBwji4QCYAy8k,cloth shoulder bag,For sale,Kicks,,All Year,1400,Not Applicable,bags
NfkYKg5NoaWKBEpzN,cloth shoulder bag,For sale,Kicks,,All Year,1400,Not Applicable,bags
zXtyCFHwWjnChTami,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags
tbfNwy8RmGztJdAnn,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags
zX6ZX4puTojGuJgGj,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags
FsyHb5QAf8DDvPC7y,crossbody bag,For sale,Kicks,,All Year,700,Not Applicable,bags
8MwDxuHHvYM3XJpmy,crossbody boston bag,For sale,Kicks,,All Year,1680,Not Applicable,bags
w98ZrTQWiRMHyveaa,crossbody boston bag,For sale,Kicks,,All Year,1680,Not Applicable,bags
3mGmqSPj5YPujiDgD,DAL backpack,Not for sale,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,NFS,Not Applicable,bags
iwTpuxykXjSBi8b9a,dry bag,For sale,Kicks,,All Year,1040,Not Applicable,bags
cMoNDoZx2sdfD6Haz,dry bag,For sale,Kicks,,All Year,1040,Not Applicable,bags
tZhGqzKpEeEweTZi7,evening bag,For sale,Kicks,,All Year,1250,Not Applicable,bags
SoJkNi7GNiW28tYuG,evening bag,For sale,Kicks,,All Year,1250,Not Applicable,bags
x9Z63uLS8cHdsoczj,evening bag,For sale,Kicks,,All Year,1250,Not Applicable,bags
sjT2tZJCMpWQNmhTy,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags
MKeBKrETSTs4tyrg4,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags
HqReXLwGPigWMiJbS,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags
vvEqA5aMBGyycpQFz,extra-large backpack,For sale,Kicks,,All Year,2100,Not Applicable,bags
FyneYzGmHW7SyoHn7,faux-fur bag,For sale,Kicks,,All Year,1400,Not Applicable,bags
gH3fn5rkmCrekWoJB,faux-fur bag,For sale,Kicks,,All Year,1400,Not Applicable,bags
CrFcdF3rXiaiiajEB,fish pochette,Not for sale,Fishing Tourney,,All Year,NFS,Not Applicable,bags
nkXJ2eRThdt4vEpFb,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags
M8i2DNwxgXKWADAtW,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags
Z8WFCNZodHtW2DBPB,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags
nD9TYBr8sw4rhLAyG,foldover-top backpack,For sale,Kicks,,All Year,1300,Not Applicable,bags
mQZCwxcr6z3hq5Dgm,gumdrop shoulder bag,For sale,Kicks,,All Year,2000,Not Applicable,bags
JxHQbqWH73Q3GYKT8,gumdrop shoulder bag,For sale,Kicks,,All Year,2000,Not Applicable,bags
taTKqY3xif2LhShrf,hand-knit pouch,For sale,Kicks,,All Year,1250,Not Applicable,bags
GLLrMeJCPd8Xn7fdr,hand-knit pouch,For sale,Kicks,,All Year,1250,Not Applicable,bags
LETQjE3yFDKze4ntv,hard-shell backpack,For sale,Kicks,,All Year,1680,Not Applicable,bags
qdP3rmZ7P7HgA2cin,hard-shell backpack,For sale,Kicks,,All Year,1680,Not Applicable,bags
yxnDx8JQqzZDM66oR,hard-shell backpack,For sale,Kicks,,All Year,1680,Not Applicable,bags
XbKqQChpAJXng37Mr,knapsack,For sale,Kicks,,All Year,630,Not Applicable,bags
Fx4M2zpFTWGww54rw,knapsack,For sale,Kicks,,All Year,630,Not Applicable,bags
xM5iaYn4gbZoR94Qm,knitted-grass backpack,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
rDDM48hSfsSbcp92u,log pack,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
HJDH4dCPMQY9qQanL,maple-leaf pochette,Not for sale,Crafting,,All Year,NFS,Not Applicable,bags
7mPZ9PnTd46r65DXx,messenger bag,For sale,Kicks,,All Year,840,Not Applicable,bags
sgxnCe87EdtdoKved,messenger bag,For sale,Kicks,,All Year,840,Not Applicable,bags
ZuwiM4DzJF5Rsg46x,messenger bag,For sale,Kicks,,All Year,840,Not Applicable,bags
FyrYDDhzABDegtZ6n,mini pleather bag,For sale,Kicks,,All Year,1600,Not Applicable,bags
hYJk97FFi4zJGQ5cH,mini pleather bag,For sale,Kicks,,All Year,1600,Not Applicable,bags
szhWnj6jpymTsKce8,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
gqy4s4zFowLbNKTd2,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
Hkju8Bjb8Kaamsu3j,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
6uKkNZRz7E8gkSiBF,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
46PX3NMjAdrNiRQXb,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
hj8ixCKXNWBnGZSrw,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
E3XrB5LbBTu795xbM,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
jCi92aiMtZB92idfQ,Mom's knapsack,Not for sale,Mom,,All Year,NFS,Not Applicable,bags
zQh6chGG66h4f5JbX,Nook Inc. knapsack,Not for sale,Nook Miles Shop,,All Year,NFS,Not Applicable,bags
CAsQFPPeo3vBGpHSo,outdoor backpack,For sale,Kicks,,All Year,1560,Not Applicable,bags
hiF7bqmoudyFJPcWG,outdoor backpack,For sale,Kicks,,All Year,1560,Not Applicable,bags
qd8DJb8mX5zhewgyn,outdoor backpack,For sale,Kicks,,All Year,1560,Not Applicable,bags
YQD8XMuvDbymAeKxt,pleather crossbody bag,For sale,Kicks,,All Year,1120,Not Applicable,bags
QDPYGrpFNNir49uBe,pleather crossbody bag,For sale,Kicks,,All Year,1120,Not Applicable,bags
7RYHreaA7o9huubNu,pleather fringe bag,For sale,Kicks,,All Year,2400,Not Applicable,bags
fiM98m9CGgi6iATkQ,pleather fringe bag,For sale,Kicks,,All Year,2400,Not Applicable,bags
9AqRYq83NRMxrEWiD,pleather shoulder bag,For sale,Kicks,,All Year,2400,Not Applicable,bags
ZKgcPhGYErHShMrGR,pleather shoulder bag,For sale,Kicks,,All Year,2400,Not Applicable,bags
